,ID УУ,Адрес,Полный адрес,Округ,UNOM,Группа,№ ОДС,Адрес ОДС,Потребитель (или УК),ЦТП
3548,1944412791,"ул. Барболина, д. 3, к. 18","город Москва, улица Барболина, дом 3, корпус 18",ВАО,2104116,Прочее,,,Не указан,04-02-0608/085
3549,1944412795,"ул. Барболина, д. 3, к. 19","город Москва, улица Барболина, дом 3, корпус 19",ВАО,2104264,Бюджет,,,"ГБУЗ ""МНПЦ Борьбы с Туберкулезом ДЗМ""",04-02-0608/085
3550,1299939528,"ул. Барболина, д. 3, к. 20","город Москва, улица Барболина, дом 3, корпус 20",ВАО,2104199,Бюджет,,,"ГБУЗ ""МНПЦ Борьбы с Туберкулезом ДЗМ""",04-02-0608/085
3551,1944412819,"ул. Барболина, д. 3, к. 22","город Москва, улица Барболина, дом 3, корпус 22",ВАО,2104244,Прочее,,,Не указан,04-02-0608/085
3552,1944412803,"ул. Барболина, д. 3, к. 27","город Москва, улица Барболина, дом 3, корпус 27",ВАО,2104128,Прочее,,,Не указан,04-02-0608/085
3553,465009978,"ул. Барболина, д. 4","город Москва, улица Барболина, дом 4",ВАО,1439,МКД,ОДС №4-Сокольники,"город Москва, 4-я Сокольническая улица, дом 2","ГБУ ""ЖИЛИЩНИК РАЙОНА СОКОЛЬНИКИ""",04-02-0608/055
3554,785504781,"ул. Барболина, д. 6","город Москва, улица Барболина, дом 6",ВАО,1440,МКД,ОДС №4-Сокольники,"город Москва, 4-я Сокольническая улица, дом 2","ГБУ ""ЖИЛИЩНИК РАЙОНА СОКОЛЬНИКИ""",04-02-0608/117
3555,2416360409,"ул. Барболина, д. 6","город Москва, улица Барболина, дом 6",ВАО,1440,Бюджет,ОДС №4-Сокольники,"город Москва, 4-я Сокольническая улица, дом 2","ГБУК г. Москвы ""ОКЦ ВАО""",04-02-0608/117
3556,465011617,"ул. Барболина, д. 8","город Москва, улица Барболина, дом 8",ВАО,1441,МКД,ОДС №4-Сокольники,"город Москва, 4-я Сокольническая улица, дом 2","ГБУ ""ЖИЛИЩНИК РАЙОНА СОКОЛЬНИКИ""",04-02-0608/117
3557,180566730,"ул. Бирюсинка, д. 13, к. 1","город Москва, улица Бирюсинка, дом 13, корпус 1",ВАО,2223,МКД,ОДС №17-Гольяново,"город Москва, Щёлковское шоссе, дом 19","ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0621/004
3558,401397534,"ул. Бирюсинка, д. 13, к. 2","город Москва, улица Бирюсинка, дом 13, корпус 2",ВАО,2224,МКД,ОДС №17-Гольяново,"город Москва, Щёлковское шоссе, дом 19","ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0621/004
3559,183132355,"ул. Бирюсинка, д. 15, к. 1","город Москва, улица Бирюсинка, дом 15, корпус 1",ВАО,2225,МКД,ОДС №17-Гольяново,"город Москва, Щёлковское шоссе, дом 19","ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0621/004
3560,193946169,"ул. Бирюсинка, д. 15, к. 2","город Москва, улица Бирюсинка, дом 15, корпус 2",ВАО,2226,МКД,ОДС №17-Гольяново,"город Москва, Щёлковское шоссе, дом 19","ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0621/004
3561,145654584,"ул. Благуша, д. 6","город Москва, улица Благуша, дом 6",ВАО,2115960,Бюджет,,,ГБОУ Школа № 1362,04-02-0422/026
3562,1448931518,"ул. Богородский Вал, д. 4","город Москва, улица Богородский Вал, дом 4",ВАО,2290,МКД,ОДС №2-Преображенское,"город Москва, Преображенская улица, дом 5/7","ГБУ ""ЖИЛИЩНИК РАЙОНА ПРЕОБРАЖЕНСКОЕ""",04-01-0608/066
3563,1944418282,"ул. Богородский Вал, д. 6, к. 1","город Москва, улица Богородский Вал, дом 6, корпус 1",ВАО,2291,МКД,ОДС №2-Преображенское,"город Москва, Преображенская улица, дом 5/7","ГБУ ""ЖИЛИЩНИК РАЙОНА ПРЕОБРАЖЕНСКОЕ""",04-01-0608/066
3564,1944418278,"ул. Богородский Вал, д. 6, к. 2","город Москва, улица Богородский Вал, дом 6, корпус 2",ВАО,2292,МКД,ОДС №2-Преображенское,"город Москва, Преображенская улица, дом 5/7","ГБУ ""ЖИЛИЩНИК РАЙОНА ПРЕОБРАЖЕНСКОЕ""",04-01-0608/066
3565,167530476,"ул. Бориса Жигулёнкова, д. 1/20","город Москва, улица Бориса Жигулёнкова, дом 1/20",ВАО,7754,МКД,ОДС №26-Соколиная Гора,"город Москва, Вольная улица, дом 3","ООО ""УК М. Р-Н ""СОКОЛИНАЯ ГОРА""",МК-345
3566,326262452,"ул. Бориса Жигулёнкова, д. 10","город Москва, улица Бориса Жигулёнкова, дом 10",ВАО,7758,МКД,ОДС №26-Соколиная Гора,"город Москва, Вольная улица, дом 3","ООО ""УК М. Р-Н ""СОКОЛИНАЯ ГОРА""",04-02-0409/102
3567,145459105,"ул. Бориса Жигулёнкова, д. 12","город Москва, улица Бориса Жигулёнкова, дом 12",ВАО,7759,МКД,ОДС №26-Соколиная Гора,"город Москва, Вольная улица, дом 3","ООО ""УК М. Р-Н ""СОКОЛИНАЯ ГОРА""",04-02-0409/102
3568,785497102,"ул. Бориса Жигулёнкова, д. 15","город Москва, улица Бориса Жигулёнкова, дом 15",ВАО,7760,МКД,ОДС №26-Соколиная Гора,"город Москва, Вольная улица, дом 3","ООО ""УК М. Р-Н ""СОКОЛИНАЯ ГОРА""",04-02-0409/011-2
3569,129080122,"ул. Бориса Жигулёнкова, д. 15А","город Москва, улица Бориса Жигулёнкова, дом 15А",ВАО,2115575,Бюджет,,,ГБОУ Школа № 1362,04-02-0409/011-8
3570,202766248,"ул. Бориса Жигулёнкова, д. 19","город Москва, улица Бориса Жигулёнкова, дом 19",ВАО,7761,МКД,ОДС №26-Соколиная Гора,"город Москва, Вольная улица, дом 3","ООО ""УК М. Р-Н ""СОКОЛИНАЯ ГОРА""",04-02-0409/011-3
3571,166661703,"ул. Бориса Жигулёнкова, д. 2","город Москва, улица Бориса Жигулёнкова, дом 2",ВАО,7755,МКД,ОДС №26-Соколиная Гора,"город Москва, Вольная улица, дом 3","ООО ""УК М. Р-Н ""СОКОЛИНАЯ ГОРА""",04-02-0409/062
3572,785474128,"ул. Бориса Жигулёнкова, д. 25, к. 1","город Москва, улица Бориса Жигулёнкова, дом 25, корпус 1",ВАО,24174,МКД,ОДС №1-Соколиная Гора,"город Москва, 5-я улица Соколиной Горы, дом 25А","ООО ""ВОСХОД""",04-02-0409/134
3573,785474162,"ул. Бориса Жигулёнкова, д. 25, к. 2","город Москва, улица Бориса Жигулёнкова, дом 25, корпус 2",ВАО,24177,МКД,ОДС №1-Соколиная Гора,"город Москва, 5-я улица Соколиной Горы, дом 25А","ООО ""УК М. Р-Н ""СОКОЛИНАЯ ГОРА""",04-02-0409/132
3574,785474145,"ул. Бориса Жигулёнкова, д. 25, к. 3","город Москва, улица Бориса Жигулёнкова, дом 25, корпус 3",ВАО,24175,МКД,ОДС №1-Соколиная Гора,"город Москва, 5-я улица Соколиной Горы, дом 25А","ООО ""УК М. Р-Н ""СОКОЛИНАЯ ГОРА""",04-02-0409/133
3575,785495643,"ул. Бориса Жигулёнкова, д. 25, к. 4","город Москва, улица Бориса Жигулёнкова, дом 25, корпус 4",ВАО,24176,МКД,ОДС №1-Соколиная Гора,"город Москва, 5-я улица Соколиной Горы, дом 25А","ООО ""УК М. Р-Н ""СОКОЛИНАЯ ГОРА""",04-02-0409/054
3576,394060088,"ул. Бориса Жигулёнкова, д. 27","город Москва, улица Бориса Жигулёнкова, дом 27",ВАО,65103,МКД,ОДС №1-Соколиная Гора,"город Москва, 5-я улица Соколиной Горы, дом 25А","ООО ""УК М. Р-Н ""СОКОЛИНАЯ ГОРА""",04-02-0409/088
3577,353379097,"ул. Бориса Жигулёнкова, д. 4","город Москва, улица Бориса Жигулёнкова, дом 4",ВАО,7756,МКД,ОДС №26-Соколиная Гора,"город Москва, Вольная улица, дом 3","ООО ""УК М. Р-Н ""СОКОЛИНАЯ ГОРА""",04-02-0409/011-1
3578,162014671,"ул. Бориса Жигулёнкова, д. 6","город Москва, улица Бориса Жигулёнкова, дом 6",ВАО,7757,МКД,ОДС №26-Соколиная Гора,"город Москва, Вольная улица, дом 3","ООО ""УК М. Р-Н ""СОКОЛИНАЯ ГОРА""",04-02-0409/011-10
3579,785496551,"ул. Гастелло, д. 10","город Москва, улица Гастелло, дом 10",ВАО,5265,МКД,ОДС №4-Сокольники,"город Москва, 4-я Сокольническая улица, дом 2","ГБУ ""ЖИЛИЩНИК РАЙОНА СОКОЛЬНИКИ""",04-02-0608/041
3580,467376097,"ул. Гастелло, д. 12","город Москва, улица Гастелло, дом 12",ВАО,5266,МКД,ОДС №4-Сокольники,"город Москва, 4-я Сокольническая улица, дом 2","ГБУ ""ЖИЛИЩНИК РАЙОНА СОКОЛЬНИКИ""",04-02-0608/041
3581,785496545,"ул. Гастелло, д. 14","город Москва, улица Гастелло, дом 14",ВАО,5267,МКД,ОДС №4-Сокольники,"город Москва, 4-я Сокольническая улица, дом 2","ГБУ ""ЖИЛИЩНИК РАЙОНА СОКОЛЬНИКИ""",04-02-0608/041
3582,92082987,"ул. Гастелло, д. 3","город Москва, улица Гастелло, дом 3",ВАО,2109510,Бюджет,,,"ГБОУ Школа № 1530 ""Школа Ломоносова""",04-02-0608/055
3583,785506577,"ул. Гастелло, д. 37","город Москва, улица Гастелло, дом 37",ВАО,5268,МКД,ОДС №4-Сокольники,"город Москва, 4-я Сокольническая улица, дом 2","ГБУ ""ЖИЛИЩНИК РАЙОНА СОКОЛЬНИКИ""",04-02-0608/043
3584,785469606,"ул. Гастелло, д. 39","город Москва, улица Гастелло, дом 39",ВАО,5269,МКД,ОДС №4-Сокольники,"город Москва, 4-я Сокольническая улица, дом 2","ГБУ ""ЖИЛИЩНИК РАЙОНА СОКОЛЬНИКИ""",04-02-0606/011
3585,463441500,"ул. Гастелло, д. 4","город Москва, улица Гастелло, дом 4",ВАО,5262,МКД,ОДС №4-Сокольники,"город Москва, 4-я Сокольническая улица, дом 2","ГБУ ""ЖИЛИЩНИК РАЙОНА СОКОЛЬНИКИ""",04-02-0608/041
3586,785469645,"ул. Гастелло, д. 41","город Москва, улица Гастелло, дом 41",ВАО,5270,МКД,ОДС №4-Сокольники,"город Москва, 4-я Сокольническая улица, дом 2","ГБУ ""ЖИЛИЩНИК РАЙОНА СОКОЛЬНИКИ""",04-02-0606/011
3587,463446719,"ул. Гастелло, д. 6","город Москва, улица Гастелло, дом 6",ВАО,5263,МКД,ОДС №4-Сокольники,"город Москва, 4-я Сокольническая улица, дом 2","ГБУ ""ЖИЛИЩНИК РАЙОНА СОКОЛЬНИКИ""",04-02-0608/041
3588,465281401,"ул. Гастелло, д. 8","город Москва, улица Гастелло, дом 8",ВАО,5264,МКД,ОДС №4-Сокольники,"город Москва, 4-я Сокольническая улица, дом 2","ГБУ ""ЖИЛИЩНИК РАЙОНА СОКОЛЬНИКИ""",04-02-0608/041
3589,1944418139,"ул. Девятая Рота, д. 14","город Москва, улица Девятая Рота, дом 14",ВАО,6310,МКД,ОДС №4-Преображенское,"город Москва, Буженинова улица, дом 22","ГБУ ""ЖИЛИЩНИК РАЙОНА ПРЕОБРАЖЕНСКОЕ""",04-01-0606/005
3590,1606908920,"ул. Девятая Рота, д. 14А","город Москва, улица Девятая Рота, дом 14А",ВАО,2403095,Бюджет,ОДС №4-Преображенское,"город Москва, Буженинова улица, дом 22",ГБОУ Школа № 1502,04-01-0606/054
3591,1448931703,"ул. Девятая Рота, д. 15","город Москва, улица Девятая Рота, дом 15",ВАО,6311,МКД,ОДС №4-Преображенское,"город Москва, Буженинова улица, дом 22","ГБУ ""ЖИЛИЩНИК РАЙОНА ПРЕОБРАЖЕНСКОЕ""",04-01-0607/057
3592,1448931603,"ул. Девятая Рота, д. 17","город Москва, улица Девятая Рота, дом 17",ВАО,6312,МКД,ОДС №4-Преображенское,"город Москва, Буженинова улица, дом 22","ГБУ ""ЖИЛИЩНИК РАЙОНА ПРЕОБРАЖЕНСКОЕ""",04-01-0607/057
3593,390962175,"ул. Девятая Рота, д. 2, к. 2","город Москва, улица Девятая Рота, дом 2, корпус 2",ВАО,5946,МКД,ОДС №4-Преображенское,"город Москва, Буженинова улица, дом 22","ГБУ ""ЖИЛИЩНИК РАЙОНА ПРЕОБРАЖЕНСКОЕ""",04-01-0606/038
3594,171638587,"ул. Девятая Рота, д. 25","город Москва, улица Девятая Рота, дом 25",ВАО,6313,МКД,ОДС №4-Преображенское,"город Москва, Буженинова улица, дом 22","ГБУ ""ЖИЛИЩНИК РАЙОНА ПРЕОБРАЖЕНСКОЕ""",04-01-0607/021
3595,171660212,"ул. Девятая Рота, д. 27","город Москва, улица Девятая Рота, дом 27",ВАО,6314,МКД,ОДС №4-Преображенское,"город Москва, Буженинова улица, дом 22","ГБУ ""ЖИЛИЩНИК РАЙОНА ПРЕОБРАЖЕНСКОЕ""",04-01-0607/021
3596,307785118,"ул. Девятая Рота, д. 4","город Москва, улица Девятая Рота, дом 4",ВАО,2103996,Бюджет,,,ГКУ ЦФО ДОНМ,04-01-0606/005
3597,48800897,"ул. Дмитриевского, д. 13","город Москва, улица Дмитриевского, дом 13",ВАО,2404350,Бюджет,,,ГБОУ Школа № 2031,04-10-029
3598,184732,"ул. Дмитриевского, д. 19","город Москва, улица Дмитриевского, дом 19",ВАО,2404594,Бюджет,,,ГБОУ Школа № 2031,04-10-032
3599,86889260,"ул. Дмитриевского, д. 2А","город Москва, улица Дмитриевского, дом 2А",ВАО,2600285,Бюджет,,,СС и НМП им. А.С. Пучкова,04-10-071
3600,782864,"ул. Дмитриевского, д. 3А","город Москва, улица Дмитриевского, дом 3А",ВАО,2404378,Бюджет,,,ГБОУ Школа № 2036,04-10-014
3601,34139658,"ул. Дмитриевского, д. 5","город Москва, улица Дмитриевского, дом 5",ВАО,2404461,Бюджет,,,ГБОУ Школа № 2036,04-10-013
3602,785498225,"ул. Жебрунова, д. 1","город Москва, улица Жебрунова, дом 1",ВАО,7605,МКД,ОДС №4-Сокольники,"город Москва, 4-я Сокольническая улица, дом 2","ООО ""УК РЭУ-52 РАЙОНА СОКОЛЬНИКИ""",04-02-0608/041
3603,240121912,"ул. Жебрунова, д. 2","город Москва, улица Жебрунова, дом 2",ВАО,7606,МКД,ОДС №4-Сокольники,"город Москва, 4-я Сокольническая улица, дом 2","ГБУ ""ЖИЛИЩНИК РАЙОНА СОКОЛЬНИКИ""",04-02-0608/МК-136
3604,234153707,"ул. Жебрунова, д. 4","город Москва, улица Жебрунова, дом 4",ВАО,7607,МКД,ОДС №4-Сокольники,"город Москва, 4-я Сокольническая улица, дом 2","ГБУ ""ЖИЛИЩНИК РАЙОНА СОКОЛЬНИКИ""",04-02-0608/МК-136
3605,785503978,"ул. Жебрунова, д. 5","город Москва, улица Жебрунова, дом 5",ВАО,7608,МКД,ОДС №4-Сокольники,"город Москва, 4-я Сокольническая улица, дом 2","ООО ""УК РЭУ-52 РАЙОНА СОКОЛЬНИКИ""",04-02-0608/041
3606,487743985,"Сиреневый б-р, д. 8","город Москва, Сиреневый бульвар, дом 8",ВАО,2115729,Бюджет,,,ГБУЗ Городская поликлиника  №64 ДЗМ,20-06-0602/044
3607,257263703,"ул. Ибрагимова, д. 16","город Москва, улица Ибрагимова, дом 16",ВАО,8542,МКД,ОДС №4-Соколиная Гора,"город Москва, Зверинецкая улица, дом 25","ОАО ""РЭУ-20 Р. ""СОКОЛИНАЯ ГОРА""",04-02-0609/007
3608,151741681,"ул. Ибрагимова, д. 2","город Москва, улица Ибрагимова, дом 2",ВАО,8539,МКД,ОДС №10-Соколиная Гора,"город Москва, Щербаковская улица, дом 54","ОАО ""РЭУ-20 Р. ""СОКОЛИНАЯ ГОРА""",04-02-0422/103
3609,202954636,"ул. Ибрагимова, д. 5, к. 1","город Москва, улица Ибрагимова, дом 5, корпус 1",ВАО,8540,МКД,ОДС №3-Соколиная Гора,"город Москва, Измайловское шоссе, дом 15, корпус 2","ООО ""УК М. Р-Н ""СОКОЛИНАЯ ГОРА""",04-02-0422/051
3610,136559792,"ул. Ибрагимова, д. 5А","город Москва, улица Ибрагимова, дом 5А",ВАО,8541,МКД,ОДС №3-Соколиная Гора,"город Москва, Измайловское шоссе, дом 15, корпус 2","ООО ""УК М. Р-Н ""СОКОЛИНАЯ ГОРА""",04-02-0422/104
3611,600617,"ул. Камова, д. 22, к. 1","город Москва, улица Камова, дом 22, корпус 1",ВАО,9160,МКД,,,"ГБУ ""ЖИЛИЩНИК РАЙОНА КОСИНО-УХТОМСКИЙ""",05-07-0211/034
3612,28381,"ул. Камова, д. 24, к. 1","город Москва, улица Камова, дом 24, корпус 1",ВАО,9162,МКД,,,"ГБУ ""ЖИЛИЩНИК РАЙОНА КОСИНО-УХТОМСКИЙ""","Котельная ООО ""ТермоТрон"""
3613,18106,"ул. Камова, д. 24, к. 2","город Москва, улица Камова, дом 24, корпус 2",ВАО,9163,МКД,ОДС №993-Косино-Ухтомский,"город Москва, Большая Косинская улица, дом 20, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА КОСИНО-УХТОМСКИЙ""","Котельная ООО ""ТермоТрон"""
3614,432546163,"8-я ул. Соколиной Горы, д. 15, к. 32","город Москва, 8-я улица Соколиной Горы, дом 15, корпус 32",ВАО,2600100,Бюджет,,,ГБУЗ ИКБ № 2 ДЗМ,04-02-0409/058
3615,28390,"ул. Камова, д. 3","город Москва, улица Камова, дом 3",ВАО,9153,МКД,,,"ГБУ ""ЖИЛИЩНИК РАЙОНА КОСИНО-УХТОМСКИЙ""",05-06-0231/001
3616,28391,"ул. Камова, д. 5","город Москва, улица Камова, дом 5",ВАО,9155,МКД,,,"ГБУ ""ЖИЛИЩНИК РАЙОНА КОСИНО-УХТОМСКИЙ""",05-06-0231/001
3617,28393,"ул. Камова, д. 7","город Москва, улица Камова, дом 7",ВАО,9158,МКД,,,"ГБУ ""ЖИЛИЩНИК РАЙОНА КОСИНО-УХТОМСКИЙ""",05-06-0231/001
3618,1944412809,"8-я ул. Соколиной Горы, д. 15, к. 5","город Москва, 8-я улица Соколиной Горы, дом 15, корпус 5",ВАО,2115601,Бюджет,,,ГБУЗ ИКБ № 2 ДЗМ,04-02-0409/009-1
3619,396867808,"ул. Константина Федина, д. 1, к. 1","город Москва, улица Константина Федина, дом 1, корпус 1",ВАО,27130,МКД,,,"ООО ""ЖИЛКОМСЕРВИС""",04-06-0603/014
3620,387663841,"ул. Константина Федина, д. 1, к. 2","город Москва, улица Константина Федина, дом 1, корпус 2",ВАО,27131,МКД,ОДС №13-Северное Измайлово,"город Москва, Щёлковское шоссе, дом 44, корпус 4","ООО ""КВАРТАЛ 51-52""",04-06-0603/014
3621,379533602,"ул. Константина Федина, д. 10","город Москва, улица Константина Федина, дом 10",ВАО,27141,МКД,ОДС №13-Северное Измайлово,"город Москва, Щёлковское шоссе, дом 44, корпус 4","ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО""",04-06-0603/008
3622,379541379,"ул. Константина Федина, д. 12","город Москва, улица Константина Федина, дом 12",ВАО,27142,МКД,ОДС №13-Северное Измайлово,"город Москва, Щёлковское шоссе, дом 44, корпус 4","ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО""",04-06-0603/008
3623,183207,"ул. Константина Федина, д. 14","город Москва, улица Константина Федина, дом 14",ВАО,2116253,Бюджет,,,ГБОУ Школа № 2200,04-06-0603/008
3624,785457640,"ул. Константина Федина, д. 2, к. 1","город Москва, улица Константина Федина, дом 2, корпус 1",ВАО,27132,МКД,ОДС №13-Северное Измайлово,"город Москва, Щёлковское шоссе, дом 44, корпус 4","ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО""",04-06-0603/014
3625,3065491484,"ул. Константина Федина, д. 2, к. 1","город Москва, улица Константина Федина, дом 2, корпус 1",ВАО,27132,Бюджет,ОДС №13-Северное Измайлово,"город Москва, Щёлковское шоссе, дом 44, корпус 4","ГБУК г. Москвы ""ОКЦ ВАО""",04-06-0603/014
3626,396869822,"ул. Константина Федина, д. 2, к. 2","город Москва, улица Константина Федина, дом 2, корпус 2",ВАО,27133,МКД,ОДС №13-Северное Измайлово,"город Москва, Щёлковское шоссе, дом 44, корпус 4","ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО""",04-06-0603/014
3627,383859432,"ул. Константина Федина, д. 4","город Москва, улица Константина Федина, дом 4",ВАО,27135,МКД,ОДС №13-Северное Измайлово,"город Москва, Щёлковское шоссе, дом 44, корпус 4","ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО""",04-06-0603/036
3628,386886390,"ул. Константина Федина, д. 6","город Москва, улица Константина Федина, дом 6",ВАО,27137,МКД,ОДС №13-Северное Измайлово,"город Москва, Щёлковское шоссе, дом 44, корпус 4","ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО""",04-06-0603/036
3629,386888792,"ул. Константина Федина, д. 7","город Москва, улица Константина Федина, дом 7",ВАО,27138,МКД,ОДС №13-Северное Измайлово,"город Москва, Щёлковское шоссе, дом 44, корпус 4","ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО""",04-06-0603/042
3630,386891372,"ул. Константина Федина, д. 8","город Москва, улица Константина Федина, дом 8",ВАО,27139,МКД,ОДС №13-Северное Измайлово,"город Москва, Щёлковское шоссе, дом 44, корпус 4","ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО""",04-06-0603/008
3631,381642016,"ул. Константина Федина, д. 9","город Москва, улица Константина Федина, дом 9",ВАО,27140,МКД,ОДС №13-Северное Измайлово,"город Москва, Щёлковское шоссе, дом 44, корпус 4","ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО""",04-06-0603/042
3632,465304828,"ул. Короленко, д. 1, к. 1","город Москва, улица Короленко, дом 1, корпус 1",ВАО,11063,МКД,ОДС №5-Сокольники,"город Москва, улица Короленко, дом 7, корпус 3","ГБУ ""ЖИЛИЩНИК РАЙОНА СОКОЛЬНИКИ""",04-02-0608/017
3633,391494738,"ул. Короленко, д. 1, к. 10","город Москва, улица Короленко, дом 1, корпус 10",ВАО,11071,МКД,ОДС №5-Сокольники,"город Москва, улица Короленко, дом 7, корпус 3","ГБУ ""ЖИЛИЩНИК РАЙОНА СОКОЛЬНИКИ""",04-02-0608/017
3634,785501264,"ул. Короленко, д. 1, к. 11","город Москва, улица Короленко, дом 1, корпус 11",ВАО,11072,МКД,ОДС №5-Сокольники,"город Москва, улица Короленко, дом 7, корпус 3","ГБУ ""ЖИЛИЩНИК РАЙОНА СОКОЛЬНИКИ""",04-02-0608/017
3635,391497447,"ул. Короленко, д. 1, к. 12","город Москва, улица Короленко, дом 1, корпус 12",ВАО,11073,МКД,ОДС №5-Сокольники,"город Москва, улица Короленко, дом 7, корпус 3","ГБУ ""ЖИЛИЩНИК РАЙОНА СОКОЛЬНИКИ""",04-02-0608/017
3636,785503480,"ул. Короленко, д. 1, к. 2","город Москва, улица Короленко, дом 1, корпус 2",ВАО,11064,МКД,ОДС №5-Сокольники,"город Москва, улица Короленко, дом 7, корпус 3","ГБУ ""ЖИЛИЩНИК РАЙОНА СОКОЛЬНИКИ""",04-02-0608/017
3637,463609996,"ул. Короленко, д. 1, к. 3","город Москва, улица Короленко, дом 1, корпус 3",ВАО,11065,МКД,ОДС №5-Сокольники,"город Москва, улица Короленко, дом 7, корпус 3","ГБУ ""ЖИЛИЩНИК РАЙОНА СОКОЛЬНИКИ""",04-02-0608/017
3638,391490302,"ул. Короленко, д. 1, к. 5","город Москва, улица Короленко, дом 1, корпус 5",ВАО,11066,МКД,ОДС №5-Сокольники,"город Москва, улица Короленко, дом 7, корпус 3","ГБУ ""ЖИЛИЩНИК РАЙОНА СОКОЛЬНИКИ""",04-02-0608/017
3639,236660839,"ул. Короленко, д. 1, к. 6","город Москва, улица Короленко, дом 1, корпус 6",ВАО,11067,МКД,ОДС №5-Сокольники,"город Москва, улица Короленко, дом 7, корпус 3","ГБУ ""ЖИЛИЩНИК РАЙОНА СОКОЛЬНИКИ""",04-02-0608/017
3640,463614729,"ул. Короленко, д. 1, к. 7","город Москва, улица Короленко, дом 1, корпус 7",ВАО,11068,МКД,ОДС №5-Сокольники,"город Москва, улица Короленко, дом 7, корпус 3","ООО ""УК ЖКХ ""ИСПОЛИН""",04-02-0608/017
3641,313675730,"ул. Короленко, д. 1, к. 8","город Москва, улица Короленко, дом 1, корпус 8",ВАО,11069,МКД,ОДС №5-Сокольники,"город Москва, улица Короленко, дом 7, корпус 3","ГБУ ""ЖИЛИЩНИК РАЙОНА СОКОЛЬНИКИ""",04-02-0608/017
3642,465123628,"ул. Короленко, д. 1, к. 9","город Москва, улица Короленко, дом 1, корпус 9",ВАО,11070,МКД,ОДС №5-Сокольники,"город Москва, улица Короленко, дом 7, корпус 3","ООО ""УПРАВЛЕНИЕ МКД""",04-02-0608/017
3643,465068475,"ул. Короленко, д. 10","город Москва, улица Короленко, дом 10",ВАО,11089,МКД,ОДС №6-Сокольники,"город Москва, Малая Остроумовская улица, дом 1Г","ГБУ ""ЖИЛИЩНИК РАЙОНА СОКОЛЬНИКИ""",04-02-0608/098
3644,465132217,"ул. Короленко, д. 2, к. 1","город Москва, улица Короленко, дом 2, корпус 1",ВАО,11074,МКД,ОДС №6-Сокольники,"город Москва, Малая Остроумовская улица, дом 1Г","ГБУ ""ЖИЛИЩНИК РАЙОНА СОКОЛЬНИКИ""",04-02-0608/047
3645,465136925,"ул. Короленко, д. 2, к. 7","город Москва, улица Короленко, дом 2, корпус 7",ВАО,11079,МКД,ОДС №6-Сокольники,"город Москва, Малая Остроумовская улица, дом 1Г","ООО ""УК ЖКХ ""ИСПОЛИН""",04-02-0608/047
3646,785502877,"ул. Короленко, д. 2/23, к. 4","город Москва, улица Короленко, дом 2/23, корпус 4",ВАО,11076,МКД,ОДС №6-Сокольники,"город Москва, Малая Остроумовская улица, дом 1Г","ГБУ ""ЖИЛИЩНИК РАЙОНА СОКОЛЬНИКИ""",04-02-0608/047
3647,465260909,"ул. Короленко, д. 2/23, к. 5","город Москва, улица Короленко, дом 2/23, корпус 5",ВАО,11077,МКД,ОДС №6-Сокольники,"город Москва, Малая Остроумовская улица, дом 1Г","ГБУ ""ЖИЛИЩНИК РАЙОНА СОКОЛЬНИКИ""",04-02-0608/047
3648,785506685,"ул. Короленко, д. 2/23, к. 6","город Москва, улица Короленко, дом 2/23, корпус 6",ВАО,11078,МКД,ОДС №6-Сокольники,"город Москва, Малая Остроумовская улица, дом 1Г","ГБУ ""ЖИЛИЩНИК РАЙОНА СОКОЛЬНИКИ""",04-02-0608/047
3649,145691461,"ул. Короленко, д. 2А, стр. 1","город Москва, улица Короленко, дом 2А, строение 1",ВАО,2114399,Бюджет,,,"ГБОУ Школа № 1404 ""Гамма""",04-02-0608/047
3650,1944412782,"ул. Короленко, д. 3, стр. 12","город Москва, улица Короленко, дом 3, строение 12",ВАО,2109214,Прочее,,,Не указан,04-02-0608/045
3651,1944412762,"ул. Короленко, д. 3, стр. 3","город Москва, улица Короленко, дом 3, строение 3",ВАО,2104123,Прочее,,,Не указан,04-02-0608/045
